model,confidence_threshold,total_predictions,base_accuracy,date_start,date_end,total_return,total_return_pct,annual_return_pct,num_trades,num_wins,num_losses,win_rate,avg_profit_per_trade,avg_win,avg_loss,profit_factor,max_drawdown,max_drawdown_pct,sharpe_ratio,sortino_ratio,calmar_ratio,recovery_factor,max_consecutive_wins,max_consecutive_losses,final_capital,num_days,years
LSTM,0.2,368,59.78260869565217,2022-11-09,2025-10-05,3941.7747939382316,39.417747939382316,25.55282811430859,142,88,54,61.97183098591549,27.758977422100283,60.87825183131711,26.213173466993798,3.7847002046237246,-221.78092585007835,2.1821340289317592,5.658373991971562,16.36738498635571,11.71001770538252,17.773281353342494,8,4,13941.774793938232,368,1.4603174603174602
LightGBM,0.0,518,61.38996138996139,2022-10-10,2025-10-05,2684.608365844475,26.846083658444748,12.264616085282153,518,290,228,55.98455598455598,5.182641632904401,23.877328525422122,18.59568818652603,1.6331896930999688,-297.9213524479874,2.7998426830012986,2.0333954707358046,2.6484156064800612,4.380466145381806,9.01113110485482,9,5,12684.608365844475,518,2.0555555555555554
LightGBM,0.05,518,61.38996138996139,2022-10-10,2025-10-05,4480.761309564099,44.80761309564099,19.735474832337772,419,243,176,57.995226730310264,10.693941072945313,39.839289750129645,29.5465119302126,1.8616540299985753,-306.5761066409068,2.7992954845181828,3.172393823010056,5.116495992292781,7.050157777729084,14.61549420357283,7,5,14480.761309564099,518,2.0555555555555554
LightGBM,0.1,518,61.38996138996139,2022-10-10,2025-10-05,2294.1108837402044,22.941108837402044,10.56977849932721,350,199,151,56.85714285714286,6.554602524972009,29.94787081951523,24.274936485717408,1.625863112699665,-255.1633022901533,2.1763733415160202,2.554517412700316,3.7366954910896757,4.856601713364355,8.990755579466153,7,5,12294.110883740204,518,2.0555555555555554
LightGBM,0.15,518,61.38996138996139,2022-10-10,2025-10-05,3017.7712297824364,30.177712297824367,13.689544164217015,258,150,108,58.139534883720934,11.696787712334963,42.10393437948111,30.535360436479127,1.9150809357504006,-278.450676813527,2.2239359698143266,3.5276490378851446,5.743716927234678,6.1555477990492395,10.837722731783407,9,4,13017.771229782436,518,2.0555555555555554
LightGBM,0.2,518,61.38996138996139,2022-10-10,2025-10-05,4587.211151969601,45.872111519696006,20.16287018713534,176,111,65,63.06818181818182,26.063699727099944,59.3703744929186,30.813852565298077,3.290284186682579,-222.76934524316312,1.747601657310031,5.492511506515095,11.957958097150836,11.537451971847364,20.591752186381147,9,3,14587.2111519696,518,2.0555555555555554
LogisticRegression,0.0,518,56.56370656370656,2022-10-10,2025-10-05,1505.7819568118648,15.057819568118646,7.061883305087435,518,269,249,51.930501930501926,2.9069149745402476,17.221922902740637,12.55789278725054,1.4815550823757213,-579.6657451023893,4.805226245588166,1.4861194853367825,2.367990068574902,1.4696255585408031,2.597672830479039,8,10,11505.781956811865,518,2.0555555555555554
LogisticRegression,0.05,518,56.56370656370656,2022-10-10,2025-10-05,1544.0725799037446,15.440725799037446,7.235068724066895,134,80,54,59.70149253731343,11.522929700774197,38.72852881669493,28.78166158207134,1.9934776205796207,-260.27713409428,2.246807033369975,3.3393016847665553,6.3931489470996175,3.2201558107173325,5.932417326158341,9,4,11544.072579903745,518,2.0555555555555554
LogisticRegression,0.1,518,56.56370656370656,2022-10-10,2025-10-05,1769.4170656953956,17.694170656953958,8.248360772469221,95,60,35,63.1578947368421,18.625442796793642,48.073401476481386,31.85677208267105,2.586939605004198,-257.1696807139979,2.140041789088089,4.866728502362873,8.801843630912149,3.8542989274915036,6.880348650676243,9,3,11769.417065695396,518,2.0555555555555554
LogisticRegression,0.15,518,56.56370656370656,2022-10-10,2025-10-05,1402.3835243315425,14.023835243315425,6.592736284044065,61,40,21,65.57377049180327,22.98989384150065,46.81251320077088,22.386523985680743,3.9830521195709747,-100.57948675170701,0.9317101941575928,7.055478124318085,17.093339303042846,7.075951648253562,13.943037190013714,9,4,11402.383524331543,518,2.0555555555555554
LogisticRegression,0.2,518,56.56370656370656,2022-10-10,2025-10-05,880.8021412223425,8.808021412223423,4.192159361909087,48,31,17,64.58333333333334,18.350044608798783,40.03371840231533,21.190772308790212,3.445021347270363,-95.84684066241789,0.9051253113561034,6.136806475823175,13.609353383677995,4.631578975101455,9.189683615390258,7,3,10880.802141222342,518,2.0555555555555554
MLP,0.0,518,62.74131274131274,2022-10-10,2025-10-05,2546.6756231903655,25.466756231903652,11.669061577653107,518,295,223,56.94980694980695,4.916362206931202,25.702451296791327,22.58093053526044,1.505739568230681,-273.8028674982379,2.4460214081841043,1.9502580813371533,2.5174161390583487,4.770629373320192,9.301128386490529,9,5,12546.675623190366,518,2.0555555555555554
MLP,0.05,518,62.74131274131274,2022-10-10,2025-10-05,2614.9792407236982,26.149792407236983,11.964395189608169,462,267,195,57.7922077922078,5.6601282266746455,26.250103658095394,22.53229967173222,1.595152299046191,-334.081434373933,2.980450806079002,1.9732596676297571,2.4640157660871322,4.014290443984276,7.827370729607159,8,5,12614.979240723698,518,2.0555555555555554
MLP,0.1,518,62.74131274131274,2022-10-10,2025-10-05,1096.2469885816663,10.962469885816663,5.190754328859359,406,232,174,57.14285714285714,2.700115735422849,15.507137882421635,14.375913793908866,1.4382517966954858,-405.25942520483295,3.9536057585210655,1.3143064771258584,1.3982174190917933,1.3129165237762799,2.705049951713234,9,6,11096.246988581666,518,2.0555555555555554
MLP,0.15,518,62.74131274131274,2022-10-10,2025-10-05,3455.1716902374847,34.55171690237485,15.532155301087869,344,200,144,58.139534883720934,10.044103750690393,39.97017408711517,31.519882827677357,1.7612416575293337,-330.0552460758445,3.208873064597675,2.7810030286983825,3.6940437462294047,4.84037697609434,10.468464692857841,7,4,13455.171690237485,518,2.0555555555555554
MLP,0.2,518,62.74131274131274,2022-10-10,2025-10-05,5115.263270392992,51.152632703929925,22.25969872428002,297,175,122,58.92255892255892,17.22310865452184,57.23029189474942,40.16424435400134,2.0439232241664342,-402.51685774374164,3.055254269329902,3.8551376555714008,6.584998530096937,7.285710700982724,12.7081963698762,10,4,15115.263270392992,518,2.0555555555555554
NaiveBayes,0.0,518,50.57915057915058,2022-10-10,2025-10-05,-457.29689100533324,-4.572968910053332,-2.251429065080779,518,238,280,45.94594594594595,-0.8828125308983161,3.849822079077561,4.905551949377811,0.6670704542494899,-504.12052006544764,5.01771045932662,-1.3484338020619429,-1.2878407003711934,-0.44869648883306074,-0.9071181846475214,6,9,9542.703108994667,518,2.0555555555555554
NaiveBayes,0.05,518,50.57915057915058,2022-10-10,2025-10-05,-155.49094702934235,-1.5549094702934234,-0.7594863412185959,181,88,93,48.61878453038674,-0.8590660056869176,4.074410966036944,5.52730228000627,0.6975114473058693,-186.2726216121573,1.85706151339353,-1.2147356426303624,-1.2706240771800585,-0.4089720969074077,-0.8347493350530804,5,7,9844.509052970658,518,2.0555555555555554
NaiveBayes,0.1,518,50.57915057915058,2022-10-10,2025-10-05,-106.61400524911005,-1.0661400524911004,-0.5200901968069882,133,64,69,48.1203007518797,-0.8016090620233939,5.14773150321731,6.319837992101728,0.7555110569625794,-145.26619878539532,1.4471090368973796,-0.9591005409521038,-1.0436280321303926,-0.35939945335568374,-0.7339216289855086,6,5,9893.38599475089,518,2.0555555555555554
NaiveBayes,0.15,518,50.57915057915058,2022-10-10,2025-10-05,-115.16571572115208,-1.1516571572115208,-0.5619320216003088,122,58,64,47.540983606557376,-0.9439812764027883,5.527210809093369,6.8084991038836815,0.735703231991854,-195.19533010459963,1.9367696990419383,-1.0121029853773729,-1.0340422847794333,-0.2901387923810867,-0.5900024127597625,6,5,9884.834284278848,518,2.0555555555555554
NaiveBayes,0.2,518,50.57915057915058,2022-10-10,2025-10-05,-115.167761581366,-1.15167761581366,-0.5619420338125125,114,54,60,47.368421052631575,-1.0102435226435598,8.875418668673825,9.907339494829206,0.8062585122853053,-298.8065934991555,2.9364109998107284,-0.4867121013653823,-0.44473466369589626,-0.19137036125008847,-0.38542577067226425,5,5,9884.832238418634,518,2.0555555555555554
RandomForest,0.0,518,62.93436293436293,2022-10-10,2025-10-05,3015.089481387513,30.15089481387513,13.678149653698114,518,297,221,57.33590733590733,5.820636064454622,25.717812055199758,20.919007687813732,1.6521790628603905,-374.0970145159954,3.298144535930884,2.0152311788078707,2.3709945074283234,4.1472256611815,8.059645932455298,8,5,13015.089481387513,518,2.0555555555555554
RandomForest,0.05,518,62.93436293436293,2022-10-10,2025-10-05,3807.518689013319,38.07518689013319,16.994208941019618,467,273,194,58.45824411134903,8.15314494435398,29.583551689328246,22.004076918419084,1.8919431188901719,-613.098304162877,5.83630837882017,2.230544680383044,2.47762477542588,2.9118079165746646,6.210290687742313,7,5,13807.518689013319,518,2.0555555555555554
RandomForest,0.1,518,62.93436293436293,2022-10-10,2025-10-05,6006.744117769966,60.067441177699656,25.71602765230989,391,231,160,59.07928388746802,15.362516925242865,50.795224515318985,35.79345465792953,2.0488551913986686,-489.36990685806086,3.538948651905131,3.6243331083498678,5.73660913786379,7.266572697647398,12.274445227610185,6,4,16006.744117769966,518,2.0555555555555554
RandomForest,0.15,518,62.93436293436293,2022-10-10,2025-10-05,5682.537500336968,56.825375003369686,24.4707785654124,321,190,131,59.19003115264797,17.70260903531773,54.51885124602955,35.6949941710582,2.215244598434636,-276.6690240880562,2.1445985930410094,4.574242558117984,8.647339592821039,11.410423677800326,20.539117160178986,6,6,15682.537500336968,518,2.0555555555555554
RandomForest,0.2,518,62.93436293436293,2022-10-10,2025-10-05,4355.324323454208,43.55324323454208,19.229770215967523,254,152,102,59.84251968503938,17.146946155331563,49.70133638928746,31.365478507034087,2.3613456610746346,-233.14530668977204,1.85150511135878,4.801313050781101,8.862597969362433,10.386020593729395,18.68072913536918,7,5,14355.324323454208,518,2.0555555555555554
Residual_LSTM,0.0,368,57.33695652173913,2022-11-09,2025-10-05,359.79754501609204,3.59797545016092,2.4500752166350503,368,189,179,51.358695652173914,0.9777107201524254,12.553874163746386,11.245165764983097,1.1787472228454885,-230.60759757136475,2.184304634605008,0.6754467130490729,0.8313074965816658,1.1216728554339683,1.5602154864162603,8,9,10359.797545016092,368,1.4603174603174602
Residual_LSTM,0.05,368,57.33695652173913,2022-11-09,2025-10-05,1963.087657880209,19.630876578802088,13.0591530534645,286,153,133,53.4965034965035,6.8639428597210586,33.251933507030806,23.49216668192098,1.6282969884342673,-347.23050149105256,2.848952343760555,2.2300509308650547,3.1249696124682536,4.583843981127008,5.653557649602951,10,4,11963.087657880209,368,1.4603174603174602
Residual_LSTM,0.1,368,57.33695652173913,2022-11-09,2025-10-05,3033.9987373146505,30.339987373146503,19.89558476423492,233,130,103,55.793991416309005,13.021453808217434,45.31868511783604,27.742042019456544,2.0617927259958684,-363.07251510340757,3.145938335574801,3.622173693119717,7.0881579438686995,6.324213205088063,8.356453906874581,10,4,13033.99873731465,368,1.4603174603174602
Residual_LSTM,0.15,368,57.33695652173913,2022-11-09,2025-10-05,3237.915485542504,32.37915485542504,21.17693021722784,189,109,80,57.67195767195767,17.131827965833438,50.53313778734261,28.377456665972808,2.426271002567101,-278.6362726814532,2.4799987057824486,4.2698376763512185,8.842778088495216,8.539089221236686,11.620581392302082,8,4,13237.915485542504,368,1.4603174603174602
Residual_LSTM,0.2,368,57.33695652173913,2022-11-09,2025-10-05,4988.188492301282,49.88188492301282,31.931943098108697,160,98,62,61.25000000000001,31.176178076883012,70.89544179135913,31.605883923417938,3.5455593425761416,-233.80711345223608,1.9681030677112559,5.96992005278855,13.613122406040977,16.22473112408841,21.334631006940292,8,4,14988.188492301282,368,1.4603174603174602
SVM,0.0,518,62.54826254826254,2022-10-10,2025-10-05,334.39677257126095,3.3439677257126093,1.6130584690884353,518,295,223,56.94980694980695,0.6455536150023953,9.011883641377265,10.422013011816379,1.1438817141210496,-223.99265092945643,2.2109772150172042,0.5147074391481795,0.5041771907825907,0.7295681104863324,1.4928917140079514,9,7,10334.396772571261,518,2.0555555555555554
SVM,0.05,518,62.54826254826254,2022-10-10,2025-10-05,1985.5027613048678,19.85502761304868,9.210703768749884,388,228,160,58.76288659793815,5.117275158002205,23.634044007059188,21.269120451903994,1.583446423476551,-352.5246292734355,3.414273028787439,1.8658568878489479,2.0607142899802797,2.6977056875914274,5.632238420892896,11,6,11985.502761304868,518,2.0555555555555554
SVM,0.1,518,62.54826254826254,2022-10-10,2025-10-05,2555.826783433604,25.55826783433604,11.708677505267474,293,171,122,58.36177474402731,8.722958305234158,31.400799668356314,23.063196392256742,1.9083476335155114,-313.49681851723653,2.7446217037294067,2.919784467065428,3.89867683583551,4.266044201777484,8.15264025811184,8,4,12555.826783433604,518,2.0555555555555554
SVM,0.15,518,62.54826254826254,2022-10-10,2025-10-05,3775.343489894134,37.75343489894134,16.861499805134493,240,143,97,59.583333333333336,15.730597874558912,48.42606691529154,32.46993895868609,2.1986800146328362,-229.71741195242612,1.948441498664276,3.845132814281229,5.845120529371525,8.653839397638386,16.434729339001947,7,4,13775.343489894134,518,2.0555555555555554
SVM,0.2,518,62.54826254826254,2022-10-10,2025-10-05,4650.600429875272,46.50600429875272,20.41661714079346,180,108,72,60.0,25.836669054862696,70.43719881461621,41.064125584767595,2.5729465005609784,-378.3874579850617,2.6941192887949494,4.663905179139305,8.194052985515597,7.57821571810415,12.290577638698776,7,4,14650.600429875272,518,2.0555555555555554
StackingEnsemble,0.0,518,60.61776061776062,2022-10-10,2025-10-05,2324.390998567831,23.24390998567831,10.702180096743996,518,287,231,55.4054054054054,4.487241309976482,20.579331463014725,15.505961607434662,1.648930969252123,-207.15747202864623,1.936724742393011,2.0239305348639696,2.751843737857076,5.525916957884483,11.220406272607965,7,5,12324.390998567831,518,2.0555555555555554
StackingEnsemble,0.05,518,60.61776061776062,2022-10-10,2025-10-05,2406.1477592525844,24.061477592525844,11.058834250453998,415,238,177,57.34939759036145,5.7979464078375775,25.236365446849394,20.339588797161362,1.6683544722849817,-292.52825457214385,2.7915967349511646,2.154622336198173,2.829423629749385,3.961472698400852,8.225351642602359,9,4,12406.147759252584,518,2.0555555555555554
StackingEnsemble,0.1,518,60.61776061776062,2022-10-10,2025-10-05,3714.4909221087437,37.14490922108744,16.61007268792616,338,195,143,57.692307692307686,10.98961811274774,40.11559108641727,28.727617760437976,1.9041982252193324,-249.79256147688284,1.9397492954609292,3.214558840749544,5.322089412871505,8.562999727229814,14.87030238269326,7,4,13714.490922108744,518,2.0555555555555554
StackingEnsemble,0.15,518,60.61776061776062,2022-10-10,2025-10-05,6494.314270102688,64.94314270102689,27.564603348978455,278,169,109,60.79136690647482,23.360842698211126,67.68412336487604,45.36057411524182,2.313494505425746,-303.9723464615272,2.7767603803778167,4.565848930906368,7.261222581745996,9.926893059900225,21.364819351830917,8,6,16494.314270102688,518,2.0555555555555554
StackingEnsemble,0.2,518,60.61776061776062,2022-10-10,2025-10-05,5894.533743139615,58.94533743139615,25.286515750248828,231,143,88,61.904761904761905,25.51746209151346,69.44239552649348,45.860554740329036,2.4605871727783266,-301.4832462700815,2.7767603803778123,4.7117244007337975,7.63296107096055,9.106481037736604,19.551778800534212,6,5,15894.533743139615,518,2.0555555555555554
TabNet,0.0,518,56.56370656370656,2022-10-10,2025-10-05,246.07466166224003,2.4607466166224006,1.1896488833485153,518,268,250,51.737451737451735,0.4750476093865584,9.386219778671364,9.077728956086753,1.1084300546326582,-193.45481381195532,1.916728845485612,0.4470338096445064,0.5030103124817004,0.620666238811214,1.2720007158955113,10,7,10246.07466166224,518,2.0555555555555554
TabNet,0.05,518,56.56370656370656,2022-10-10,2025-10-05,967.1845789412346,9.671845789412346,4.593753841706216,489,255,234,52.14723926380368,1.9778825745219684,15.163147997818992,12.390675899583766,1.333578851135286,-248.19681303081234,2.2159373823292543,1.2134087584365592,1.6110751247225754,2.073052189262474,3.8968452782718193,9,7,10967.184578941235,518,2.0555555555555554
TabNet,0.1,518,56.56370656370656,2022-10-10,2025-10-05,561.8818001283107,5.618818001283107,2.6951238592107574,446,240,206,53.81165919282511,1.2598246639648074,12.060585149721552,11.323585610703246,1.2408761365695629,-182.84181786213594,1.8123836780083995,0.8658398633511362,1.12065900761764,1.487060323878213,3.073048642253019,9,6,10561.88180012831,518,2.0555555555555554
TabNet,0.15,518,56.56370656370656,2022-10-10,2025-10-05,1312.8885602378505,13.128885602378503,6.18490630763151,417,230,187,55.15587529976019,3.1484138135200435,20.063372273768373,17.656080549352232,1.3976417314222223,-214.14348673407767,2.122655334794847,1.4793636534851593,1.9571074360887672,2.9137591045742135,6.130882523026203,9,6,11312.88856023785,518,2.0555555555555554
TabNet,0.2,518,56.56370656370656,2022-10-10,2025-10-05,1398.0359466429745,13.980359466429745,6.572962370942248,386,212,174,54.92227979274611,3.6218547840491815,22.46879824497187,19.341087823511806,1.4154207571900685,-444.7514912859515,3.7673706672216962,1.522303825708874,1.9415484070205733,1.7447081669268232,3.143409238720488,9,6,11398.035946642975,518,2.0555555555555554
VMD_Hybrid,0.0,368,49.72826086956522,2022-11-09,2025-10-05,-342.09419294727195,-3.4209419294727192,-2.355425414902701,368,162,206,44.02173913043478,-0.9296037851828125,4.880376479543739,5.498617391424081,0.6979874568715791,-312.3318557975999,3.137473474106614,-1.0943841128473293,-1.0287226780367356,-0.750739547072474,-1.0952907511584693,8,8,9657.905807052728,368,1.4603174603174602
VMD_Hybrid,0.05,368,49.72826086956522,2022-11-09,2025-10-05,-229.68598828413087,-2.296859882841309,-1.5786016064449182,114,50,64,43.859649122807014,-2.0147893709134364,5.764867056858765,8.092645955110468,0.5565302637917554,-186.367855366585,1.8721247666063128,-1.6625463889027539,-1.4439657878342373,-0.8432138896952485,-1.2324335000386157,4,7,9770.31401171587,368,1.4603174603174602
VMD_Hybrid,0.1,368,49.72826086956522,2022-11-09,2025-10-05,-183.38672311542905,-1.8338672311542907,-1.2594595648058204,49,20,29,40.816326530612244,-3.7425861860292065,10.5476297743262,13.59790753799845,0.5349519703853293,-138.27107115076979,1.3889771725781872,-2.037898164467598,-1.839441685527639,-0.9067532495642393,-1.3262840996976546,3,6,9816.613276884571,368,1.4603174603174602
VMD_Hybrid,0.15,368,49.72826086956522,2022-11-09,2025-10-05,-177.5083265846515,-1.7750832658465152,-1.2189736051232192,43,18,25,41.86046511627907,-4.128100618247765,11.673490980294478,15.505246569198182,0.5420690002124013,-132.39267461999225,1.3299267976540659,-2.1028802382663447,-1.8992131721580572,-0.916571955143273,-1.340771512428124,3,5,9822.491673415348,368,1.4603174603174602
VMD_Hybrid,0.2,368,49.72826086956522,2022-11-09,2025-10-05,-173.87824540875408,-1.7387824540875407,-1.1939761595776033,34,14,20,41.17647058823529,-5.114066041434022,14.696602685755062,18.98153415046638,0.5419805268888539,-128.76259344409482,1.2934614701928397,-2.3135306354464147,-2.1393052014497704,-0.923085988328354,-1.3503785591600967,3,6,9826.121754591246,368,1.4603174603174602
VotingHard,0.0,518,61.38996138996139,2022-10-10,2025-10-05,2876.173717988351,28.76173717988351,13.086251303499497,518,289,229,55.79150579150579,5.5524589150354675,25.130995597465844,19.155825369778412,1.6556601094681243,-252.43259913688962,2.1006592121371694,2.1526045457519962,2.972602679425771,6.229592704942275,11.39382840339355,7,6,12876.173717988351,518,2.0555555555555554
VotingHard,0.05,518,61.38996138996139,2022-10-10,2025-10-05,2876.173717988351,28.76173717988351,13.086251303499497,518,289,229,55.79150579150579,5.5524589150354675,25.130995597465844,19.155825369778412,1.6556601094681243,-252.43259913688962,2.1006592121371694,2.1526045457519962,2.972602679425771,6.229592704942275,11.39382840339355,7,6,12876.173717988351,518,2.0555555555555554
VotingHard,0.1,518,61.38996138996139,2022-10-10,2025-10-05,2876.173717988351,28.76173717988351,13.086251303499497,518,289,229,55.79150579150579,5.5524589150354675,25.130995597465844,19.155825369778412,1.6556601094681243,-252.43259913688962,2.1006592121371694,2.1526045457519962,2.972602679425771,6.229592704942275,11.39382840339355,7,6,12876.173717988351,518,2.0555555555555554
VotingHard,0.15,518,61.38996138996139,2022-10-10,2025-10-05,2876.173717988351,28.76173717988351,13.086251303499497,518,289,229,55.79150579150579,5.5524589150354675,25.130995597465844,19.155825369778412,1.6556601094681243,-252.43259913688962,2.1006592121371694,2.1526045457519962,2.972602679425771,6.229592704942275,11.39382840339355,7,6,12876.173717988351,518,2.0555555555555554
VotingHard,0.2,518,61.38996138996139,2022-10-10,2025-10-05,2876.173717988351,28.76173717988351,13.086251303499497,518,289,229,55.79150579150579,5.5524589150354675,25.130995597465844,19.155825369778412,1.6556601094681243,-252.43259913688962,2.1006592121371694,2.1526045457519962,2.972602679425771,6.229592704942275,11.39382840339355,7,6,12876.173717988351,518,2.0555555555555554
VotingSoft,0.0,518,61.969111969111964,2022-10-10,2025-10-05,5347.420611808573,53.47420611808573,23.169649608787644,518,290,228,55.98455598455598,10.32320581430229,39.20210692947894,26.40872981465047,1.88810023576325,-421.6000838405889,3.926321482854041,3.0239705879536944,5.286202557800375,5.901108635644792,12.683632704946247,9,5,15347.420611808573,518,2.0555555555555554
VotingSoft,0.05,518,61.969111969111964,2022-10-10,2025-10-05,5508.599928553116,55.08599928553116,23.797248168422612,482,267,215,55.3941908713693,11.42863055716414,43.57372862835372,28.491095884731756,1.8992772731587522,-407.9099058302927,3.7988261571029995,3.114468344684069,5.798087290601523,6.264368829809915,13.504452453392785,8,5,15508.599928553116,518,2.0555555555555554
VotingSoft,0.1,518,61.969111969111964,2022-10-10,2025-10-05,7011.458112977951,70.11458112977951,29.494893010633703,443,253,190,57.11060948081265,15.827219216654502,52.24516445035164,32.66614996295274,2.12968351528381,-401.26846237641985,3.768860216747921,3.775788906531081,7.305678890470413,7.825945064124531,17.47323492968824,7,5,17011.45811297795,518,2.0555555555555554
VotingSoft,0.15,518,61.969111969111964,2022-10-10,2025-10-05,7179.352126592301,71.793521265923,30.11507711593442,395,226,169,57.21518987341773,18.175575004031085,56.61995701836561,33.235255382002066,2.2782021092317777,-490.96234698888657,4.463918071103737,4.030929847742999,8.210165818514694,6.74633284846293,14.623019811241885,7,5,17179.3521265923,518,2.0555555555555554
VotingSoft,0.2,518,61.969111969111964,2022-10-10,2025-10-05,7413.5123784333955,74.13512378433396,30.974867614342827,362,210,152,58.011049723756905,20.479315962523213,59.917143912242814,34.0071568627473,2.434201275622638,-378.86767160038835,3.381580397416062,4.335844500259231,9.067951370155487,9.159879102094212,19.567550715313647,8,5,17413.512378433395,518,2.0555555555555554
XGBoost,0.0,518,60.810810810810814,2022-10-10,2025-10-05,2766.483429104035,27.664834291040354,12.61655740214016,518,288,230,55.5984555984556,5.340701600586958,27.338938037610554,22.2049161988165,1.5416903497628416,-359.3973687268244,3.3772295550746207,2.024587643553547,2.946834694467951,3.73577134642285,7.697561723683127,7,6,12766.483429104035,518,2.0555555555555554
XGBoost,0.05,518,60.810810810810814,2022-10-10,2025-10-05,5765.5545629063745,57.655545629063745,24.790889204068513,488,276,212,56.557377049180324,11.814660989562272,44.19887208872793,30.34591572444585,1.896200079646063,-354.3892672542788,3.3772295550746207,3.277637747811768,5.516202904765726,7.340599387689758,16.26898751075753,7,6,15765.554562906374,518,2.0555555555555554
XGBoost,0.1,518,60.810810810810814,2022-10-10,2025-10-05,5796.9618033859315,57.96961803385932,24.911768581497018,459,265,194,57.73420479302832,12.629546412605512,44.761132850238894,31.261538154264823,1.9558469663825326,-404.20224413721553,2.8722373965552084,3.2077267199157515,5.406669256512639,8.673297204254327,14.341735820294018,9,6,15796.961803385931,518,2.0555555555555554
XGBoost,0.15,518,60.810810810810814,2022-10-10,2025-10-05,6983.407827642259,69.83407827642259,29.390972051644184,434,251,183,57.83410138248848,16.090801446180297,52.29412717772893,33.56512619654488,2.136915091224488,-446.739548626083,3.032283895333108,3.770807678623768,6.72707418479251,9.692684809914697,15.631944494547781,8,6,16983.40782764226,518,2.0555555555555554
XGBoost,0.2,518,60.810810810810814,2022-10-10,2025-10-05,5004.747055152851,50.04747055152852,21.824004362930303,397,228,169,57.43073047858942,12.606415756052506,43.87371394437038,29.576684758364504,2.0012578536861763,-398.848874638712,2.867805781562689,3.651523043596634,6.4893082389659185,7.610000824755377,12.547978378242348,8,4,15004.747055152851,518,2.0555555555555554
